url,about,tags,category,score,date
https://www.lippini.com/,Lippini Lubrificanti is a desktop and mobile experience that completely reimagines the traditional structure of a motor oil website,"['animated', 'scroll', 'WebGL']",services,7.97,Special Kudos 2024 Jun 19
https://www.stormprod.fr/,"Commercial, Talents rep. & Digital Production Company
","['minimal', 'photographic', 'WebGL']",agency,8.37,Website Of The Day 2024 Jun 10
https://futureofbeauty.loreal.com/en,"Dive into a transformative journey through L'Oréal's cutting-edge innovations & explore the best in inclusive, personalized beauty","['parallax', 'scroll', 'WebGL']",products,8.06,Special Kudos 2024 Jun 5
https://herewearenow.com,The campaign shares the real stories of transgender people ,"['animated', 'video/sound', 'WebGL']",other,7.38,Special Kudos 2024 Jun 4
https://ambientweaving2.lab.zozo.jp/,"This is a virtual gallery site for ]Ambient Weaving II', an interactive exhibition held at HOSOO GALLERY in Kyoto.","['animated', 'video/sound', 'WebGL']",art,7.97,Special Kudos 2024 Jun 3
https://virtual.cleverfarm.ag/,"Imagine the farm of the future, where innovation and technology shape the new reality of agriculture. Welcome to the CleverFarm virtual farm.","['animated', 'fullscreen', 'WebGL']",services,8.59,Website Of The Day 2024 Jun 4
https://www.yannesidibe.com/,Freelance frontend developer and designer specializing in helping startups make their mark in the digital world.,"['animated', 'scroll', 'WebGL']",web design/dev,7.91,Special Kudos 2024 May 31
https://amicale.it/,A wine journey that starts from the generous Veneto region to conquer palates around the world.,"['photographic', 'scroll', 'WebGL']",food/drink,8.03,Special Kudos 2024 May 29
https://scramberry.io/,scramberry unlocks new digital experiences for users and opens up new possibilities for business. ,"['animated', 'scroll', 'WebGL']",services,7.43,Special Kudos 2024 May 29
https://www.cartier.com/en-fr/watchesandwonders,Explore a stunning array of Cartier timepieces by scrolling through different universes crafted for Watches and Wonders.,"['animated', 'responsive', 'WebGL']",products,9.23,Website Of The Day 2024 Jun 3 / WOTM Jun
https://sloshseltzer.com/,"Get the good times flowing with our newest brainchild Slosh Seltzer, an in house maximalist design exploration.","['colorful', 'liquid', 'WebGL']",food/drink,8.88,Website Of The Day 2024 May 23 / WOTM May
https://robertet-scented-connections.com,"An immersive 3D experience through the works of a data artist, highlighting the uniqueness of the Robertet Group's creators.","['minimal', 'scroll', 'WebGL']",art,8.09,Special Kudos 2024 May 23
https://ava-digital.site/en,Website design and development studio,"['animated', 'typographic', 'WebGL']",web design/dev,7.83,Special Kudos 2024 May 22
https://panascais.net,"We are a technology and design company. Specialized in high-performance, far-reaching and creative solutions.","['animated', 'responsive', 'WebGL']",agency,7.61,Special Kudos 2024 May 22
https://www.spaag.fr/en/homepage,Spaag is an experienced team of growth marketers to solve the pain points of C-levels and executives.,"['colorful', 'illustrated', 'WebGL']",agency,7.67,Special Kudos 2024 May 22
https://localstudio.fr/,Local is a Parisian and Bangkok-based creative studio. We design custom stories and experiences for our clients.,"['colorful', 'illustrated', 'WebGL']",agency,8.46,Website Of The Day 2024 May 22
https://anaiwood.com/en,"Anai Wood Factory, established in 1964, is a small sawmill with strong roots in the Aso region.","['animated', 'scroll', 'WebGL']",agency,8.57,Website Of The Day 2024 May 21
https://styleport.co.jp/,"This is the corporate website of STYLE PORT Inc., leading the DX in the construction/real estate industry.","['animated', 'scroll', 'WebGL']",real estate,8.44,Website Of The Day 2024 May 15
https://m-trust.co.jp/,M-TRUST Corporation is a group that maximizes the potential of people and society through the real estate business.,"['animated', 'liquid', 'WebGL']",real estate,8.01,Special Kudos 2024 May 10
https://nanoshrineinteractive.com,"Creative Technology studio website inspired by Toonami, Halo, and Xbox. It's a modern take on 2000s Flash website designs.","['animated', 'video/sound', 'WebGL']",agency,8.04,Special Kudos 2024 May 10
https://thisismagma.com,Magma is a Web3 platform for all real estate stakeholders.,"['responsive', 'scroll', 'WebGL']",real estate,8.40,Website Of The Day 2024 May 13
https://merlin.studio,Merlin is what they call a creative 'Code Boutique'.,"['animated', 'colorful', 'WebGL']",agency,8.36,Website Of The Day 2024 May 9
https://sparkk.fr,SPARKK accompanies you in creating your website and realizing your digital project in design and development.,"['parallax', 'scroll', 'WebGL']",agency,8.29,Website Of The Day 2024 May 8
https://grayscale-studio.jp/,"Monochromatic camping gear brand &NFT creative experience, 'GRAYSCALE STUDIO'. ","['animated', 'video/sound', 'WebGL']",products,7.76,Special Kudos 2024 May 5
https://www.axelar.network,"AXELAR is the leader in interoperability. They challenged us to re-imagine their visual and digital presence.
","['animated', 'minimal', 'WebGL']",other,7.71,Special Kudos 2024 May 4
https://fullcircleentertainment.co.uk/,Engaging online presence for a UK-based entertainment service provider features a custom gradient shader and interactive gallery.,"['animated', 'WebGL']",entertainment,7.90,Special Kudos 2024 May 4
https://reborn.co,"We're REBORN, a Sydney Creative + Media Agency. We help brands outpace competitors and grow their market share.","['flat design', 'minimal', 'WebGL']",agency,7.82,Special Kudos 2024 May 4
https://techchase.de,"Scroll universe to Earth: tech changes world, clouds our game, heart is key, future's green!","['animated', 'SVG', 'WebGL']",services,6.43,Special Kudos 2024 Apr 30
https://flareum.io/,"An advanced design system builder powered by math logic. Expertise in colors, typography, grid, and more. Easy Integration with code and Figma.","['animated', 'responsive', 'WebGL']",products,8.63,Website Of The Day 2024 May 10
https://www.thinkforever.com/,"Collaborative creation of the Forever Group website with Tendril Studio and Future Deluxe, blending top design and development.","['animated', 'one page', 'WebGL']",web design/dev,7.98,Special Kudos 2024 Apr 24
https://12wave.com/,"12Wave Interactive Studio is a developer of creative websites, web games, AR/VR using the most advanced technologies.","['animated', 'one page', 'WebGL']",web design/dev,8.28,Website Of The Day 2024 May 6
https://www.scalzodesign.be,Freelance digital designer based in Belgium who loves to craft brands and attractive experiences for the web.,"['minimal', 'typographic', 'WebGL']",web design/dev,8.12,Website Of The Day 2024 May 29
https://aegis.plus/,Aegis+ is a creative web design studio pushing the boundaries of online innovation. Explore our portfolio of bespoke solutions.,"['animated', 'minimal', 'WebGL']",web design/dev,7.59,Special Kudos 2024 Apr 19
https://www.bethebuzz.co/,"Be the Buzz outcomes over vanity metrics, focusing on revenue, market positioning, and tangible brand growth.","['animated', 'WebGL']",agency,7.76,Special Kudos 2024 Apr 17
https://www.axolotgames.com/,Axolot is a gaming studio creating and publishing cutting-edge survival sandbox games.,"['animated', 'responsive', 'WebGL']",entertainment,7.58,Special Kudos 2024 Apr 16
https://www.tagheuer.com/fr/en/eyewear/collection-eyewear.html,Discover sporty luxury and stylish performance designs of eyeglasses and sunglasses through an interactive Webgl experience.,"['animated', 'eCommerce', 'WebGL']",fashion,8.21,Website Of The Day 2024 Apr 28
https://www.drop.it/,"Drop study, design, develop and manage solutions for a new world where digital and physical experience are now integrated.","['animated', 'WebGL']",agency,7.74,Special Kudos 2024 Apr 15
https://pilot-frixion-synergy.jp/,Frixion Synergy Knock official website. The new standard of Frixion is born: PILOT's original nib for a smooth writing experience.,"['animated', 'responsive', 'WebGL']",products,7.40,Special Kudos 2024 Apr 15
https://to-place.co.jp,"Developing real estate development projects primarily in the central areas of Tokyo's 23 wards, including Shibuya, Minato, Shinjuku.","['animated', 'video/sound', 'WebGL']",real estate,7.29,Special Kudos 2024 Apr 11
https://mipogg.com,Mipogg is a iOS & Android application to assist healthcare professionals and families in the intricate realm of pediatric oncology.,"['animated', 'scroll', 'WebGL']",products,7.84,Special Kudos 2024 Apr 11
https://say.social,We use the power of new media to create a positive impact that connects people to brands.,"['animated', 'colorful', 'WebGL']",agency,8.25,Website Of The Day 2024 Apr 26
https://www.neoculturalcouture.com/,NeoCultural Couture explores AI-inspired collections that fuse cultural heritage with futuristic design.,"['animated', 'typographic', 'WebGL']",fashion,8.37,Website Of The Day 2024 Apr 24
https://www.zaptec.com/,Zaptec is a pioneer in advanced EV charging and offers innovative solutions across 9 countries in Europe.,"['minimal', 'parallax', 'WebGL']",products,8.17,Website Of The Day 2024 May 19
https://aircord.co.jp/en/,"aircord is an interactive creative team specialized in fusion of technology, filming, lighting, and sound.","['animated', 'typographic', 'WebGL']",web design/dev,8.18,Website Of The Day 2024 May 12
https://lp.kenpachi.design/melo-emo/,This is a promotion site for kenpachi[.design] 1st mini album CD featuring Vocaloid.,"['one page', 'scroll', 'WebGL']",entertainment,7.22,Special Kudos 2024 Apr 5
https://remote.madebyburo.com/,"Remote is the most disruptive global payroll, tax, HR and compliance solution for distributed teams.","['colorful', 'illustrated', 'WebGL']",products,7.89,Special Kudos 2024 Apr 5
https://organimo.com/,Explore a surreal world of wellness in Organimo's new website.,"['eCommerce', 'scroll', 'WebGL']",food/drink,8.99,Website Of The Day 2024 Apr 16 / WOTM Apr
https://brainsave.ai/,"A comprehensive suite of services for capturing, preserving, and interacting? with personal memories and experiences.","['animated', 'illustrated', 'WebGL']",app,8.51,Website Of The Day 2024 Apr 12
https://365ayearof.cartier.com/,"Discover '365, A year of Cartier': a retrospective of Cartier's 2023 year through 6 different experiences and articles.","['animated', 'grid', 'WebGL']",fashion,8.32,Website Of The Day 2024 Apr 10
https://destination-champion.sqy.fr,A serious game for children to promote sporting values and the 2024 Olympic Games,"['animated', 'WebGL']",education,8.02,Special Kudos 2024 Mar 25
https://phsofia.com/,"Capturing moments, one click at a time. Explore my portfolio","['animated', 'photographic', 'WebGL']",photography,8.24,Website Of The Day 2024 Apr 13
https://mucusmasher.com/,"Crush colds with A.I. fun! Say bye to sick days, unleash your wildest ideas, and give Mr. M a playful smash! ","['animated', 'WebGL']",products,7.80,Special Kudos 2024 Mar 23
https://bierman.io,"Portfolio website for Matt Bierman, experiential developer and senior frontend engineer based in NYC.","['minimal', 'one page', 'WebGL']",web design/dev,7.80,Special Kudos 2024 Mar 23
https://design.bengodfrey.com,"Selected work by Ben Godfrey, Digital Technologist from NYC. Highlighting creative uses of frontend technology to enhance design.","['animated', 'typographic', 'WebGL']",web design/dev,7.51,Special Kudos 2024 Mar 23
https://creatingspaces.world/,Immerse yourself in the world of Creating Spaces. Experience some of our amazing projects through 3D and web reality.,"['fullscreen', 'VR', 'WebGL']",real estate,8.09,Special Kudos 2024 Mar 19
https://www.wearesky.com,We Are SKY™ is a design studio based in Los Angeles. Embark on an immersive storytelling journey through an ethereal cloudscape.,"['animated', 'minimal', 'WebGL']",agency,8.29,Website Of The Day 2024 Apr 6
https://sebastien-lempens.com,"I'm a self-taught web designer/developer with over 15 years of experience. I'm passionate about creating high-quality, user-friendly websites and web applications.","['colorful', 'scroll', 'WebGL']",web design/dev,8.04,Special Kudos 2024 Mar 18
https://canvascreative.co,Canvas is an interactive design and development studio. We create strategy-focused and design-driven digital experiences. ,"['scroll', 'typographic', 'WebGL']",agency,8.43,Website Of The Day 2024 Apr 3
https://nicofrutta.it,"Nicofrutta Srl is a producer, importer and distributor of sustainable pineapple from Costa Rica.","['animated', 'responsive', 'WebGL']",food/drink,8.50,Website Of The Day 2024 Apr 4
https://elkruff.ava-case.com,"We worked with ELKRUFF, a company that organizes large events, concerts and other events around the world.","['animated', 'parallax', 'WebGL']",entertainment,8.28,Website Of The Day 2024 Apr 7
https://newpeace.jp/,"This is the corporate website of New Peace Inc. We are a professional company that supports sustainable growth, from brand to forming a community that supports it.

","['animated', 'illustrated', 'WebGL']",services,8.26,Website Of The Day 2024 Apr 1
https://www.manuport-logistics.com,A state-of-the-art website for an international logistics company that matches its unique culture.,"['animated', 'responsive', 'WebGL']",services,7.33,Special Kudos 2024 Mar 9
https://www.savoirfaire.nyc/,"SavoirFaire© is a holistic creative studio based in Brooklyn, NY.","['animated', 'video/sound', 'WebGL']",agency,8.73,Website Of The Day 2024 Mar 28
https://webook.com/riyadhseason/,An immersive digital experience highlighting some of Riyadh Season's special events,"['animated', 'video/sound', 'WebGL']",entertainment,8.64,Website Of The Day 2024 Mar 27
https://cultofthenorth.com/,"Cult of the North is a community of gamers, creators, and enthusiasts who share a love for immersive storytelling.","['scroll', 'video/sound', 'WebGL']",entertainment,8.25,Website Of The Day 2024 Mar 30
https://www.qudrix.com/,Qudrix is a compact technology office that integrates seamlessly into your backyard.,"['responsive', 'typographic', 'WebGL']",real estate,8.93,Website Of The Day 2024 Mar 22
https://grabandgo.pt/,"Grab&Go is the largest Portuguese vending machine network, boasting over 220 stores across the country. Great coffee, by the way.","['illustrated', 'scroll', 'WebGL']",food/drink,7.91,Special Kudos 2024 Mar 6
https://monogrid.com/,Welcome to monogrid.com – and the future of web design as we see it. ,"['fullscreen', 'scroll', 'WebGL']",agency,8.54,Website Of The Day 2024 Mar 19
https://therun.montblanclegend.com/,"For the launch of the new Montblanc Legend Blue fragrance, Interparfums creates a new kind of run!","['colorful', 'fullscreen', 'WebGL']",products,8.86,Website Of The Day 2024 Mar 21
https://astranova.world/,Five outer dimensional home worlds lie in ruin. Those brave enough to enter the ancient gateways were transported to the last bastion of hope.,"['animated', 'parallax', 'WebGL']",other,8.25,Website Of The Day 2024 Mar 16
https://artemsemkin.com/asli/wp/images-hover-webgl/,Asli is a unique WordPress theme to create a modern portfolio website. Powered by Elementor page builder.,"['animated', 'fullscreen', 'WebGL']",web design/dev,8.17,Special Kudos 2024 Feb 25
https://shop.zerotredici.studio,This is new e-commerce of our brand. We choose 3D models to present our products. We implement a light/dark appearance.,"['animated', 'eCommerce', 'WebGL']",fashion,8.32,Website Of The Day 2024 Mar 12
https://integrated-reasoning.com,One-of-a-kind high throughput processors designed for combinational optimization,"['SVG', 'typographic', 'WebGL']",products,8.21,Website Of The Day 2024 Mar 10
https://steamboat.pha5e.com/,A cute tribute to the masterpiece Steamboat Willie recently falling into the public domain. Let's play in music and have fun!,"['animated', 'responsive', 'WebGL']",web design/dev,8.28,Website Of The Day 2024 Mar 15
https://firm-studio.fr/,Firm is a visual studio dedicated to film post-production.,"['animated', 'video/sound', 'WebGL']",agency,8.12,Special Kudos 2024 Feb 23
https://www.storybookstudios.ai,"At Storybook Studios, we are leveraging the power of generative Al to transform ideas and visions into reality.","['animated', 'video/sound', 'WebGL']",entertainment,6.73,Special Kudos 2024 Feb 21
https://www.erlebnis-unganisha.de/,"Explore the Kenya-Tanzania border with our immersive tour, inviting users to support WWF's UNGANISHA program","['animated', 'video/sound', 'WebGL']",travel,8.56,Website Of The Day 2024 Mar 5
https://magazine.overa.jp/winter2024/,"We've wrapped up Creative Agency OVERA's winter 2024 accomplishments, turning various projects into groovy record jackets in a record","['illustrated', 'scroll', 'WebGL']",agency,7.62,Special Kudos 2024 Feb 20
https://mike-fernandez.dev,"Embark on a journey through a medieval portfolio, guiding a courageous little knight.","['animated', 'colorful', 'WebGL']",web design/dev,8.84,Website Of The Day 2024 Mar 9
https://manifesto.itsoffbrand.com/,Showcasing the principals of interaction and experience design that we have picked up along the way. Whats your completion time?,"['animated', 'video/sound', 'WebGL']",web design/dev,8.22,Website Of The Day 2024 Mar 8
https://www.anthonyfonte.com/,"The portfolio of Anthony Fonte, a Design Director from Chicago, IL. Building best-in-class digital products and experiences.","['animated', 'parallax', 'WebGL']",web design/dev,8.46,Website Of The Day 2024 Mar 4
https://www.cida.space/,"CIDA is the circular economy specialist. With the power of design, CIDA creates and builds sustainable lifestyle products.","['animated', 'minimal', 'WebGL']",products,8.08,Special Kudos 2024 Feb 14
https://www.filmsecession.com,"Film Secession is an immersive digital platform which allows users to explore historic films, interviews and production materials.","['animated', 'video/sound', 'WebGL']",entertainment,8.27,Website Of The Day 2024 Feb 29
https://hailstonelabs.com/,Hailstone Labs supports innovative ideas in the Web3 area and turns challenges into opportunities for growth.,"['animated', 'WebGL']",services,8.19,Website Of The Day 2024 Jun 1
https://wlt.design/,WLT Design - a web design studio committed to creating exceptional online experiences that elevate your brand's digital presence. ,"['animated', 'parallax', 'WebGL']",web design/dev,8.54,Website Of The Day 2024 Feb 27
https://ramenwars.merci-michel.com/,Something is cooking in Prisma City! Solve the mystery and assist Chef Esther Choi in launching the new BOON Ramen HQ.,"['animated', 'colorful', 'WebGL']",entertainment,8.24,Website Of The Day 2024 Mar 2
https://casadisolare.com/,"The digital home of Solare, a beautiful new font family from Nikolas Type.","['scroll', 'typographic', 'WebGL']",agency,8.67,Website Of The Day 2024 Feb 14
https://cula.tech/,A 3D world on how Cula's platform collects data from carbon removal processes and converts them into carbon credit certificates.,"['animated', 'one page', 'WebGL']",products,8.09,Special Kudos 2024 Feb 4
https://backstage.bonjovi.com/,Discover unseen archival footage and artefacts with an all-access pass to the Bon Jovi archives.,"['scroll', 'typographic', 'WebGL']",entertainment,8.46,Website Of The Day 2024 Feb 12
https://dragon.guap.ru/en/,"Explore the Green Wood Dragon year with our Tarot readings. Find wisdom, navigate destiny, and gain clarity on your path.","['animated', 'WebGL']",education,7.22,Special Kudos 2024 Feb 2
https://refire.heycusp.com,A new generation of Hydrogen-Electric Energy & Power,"['illustrated', 'video/sound', 'WebGL']",products,8.27,Website Of The Day 2024 Feb 17
https://jessicamillearchitecte.com/,Parisian architecture agency,"['animated', 'photographic', 'WebGL']",agency,8.39,Website Of The Day 2024 Feb 10
https://activetheory.net/,"V6 brings new rendering techniques, AI chat and multiplayer to our growing portfolio.","['colorful', 'liquid', 'WebGL']",agency,8.93,Website Of The Day 2024 Feb 13
https://trionn.com,"An award-winning agency within the digital jungle, TRIONN® transcends aesthetics, crafting your vision into a legacy that endures.","['animated', 'responsive', 'WebGL']",web design/dev,7.83,Special Kudos 2024 Jan 26
https://thibautfoussard.com/,"Portfolio of Thibaut Foussard, french creative developer","['one page', 'scroll', 'WebGL']",web design/dev,8.16,Special Kudos 2024 Jan 24
https://www.ris-artwork.com/,This site showcases the artworks and other outputs of ris. We are focused on providing beauty. Please take a look.,"['animated', 'minimal', 'WebGL']",web design/dev,8.03,Special Kudos 2024 Jan 24
https://panelak.interactiveconnective.studio/,Panelak is a 3D builder for creating your very own prefabricated panel house.,"['illustrated', 'minimal', 'WebGL']",art,7.68,Special Kudos 2024 Jan 23
https://10-years.kota.co.uk/,"To celebrate 10yrs we made the KOTAverse, an interactive journey through our history & everything that makes us who we are today.","['animated', 'scroll', 'WebGL']",agency,7.98,Special Kudos 2024 Jan 23
https://project2075.oakley.com/,"EssilorLuxottica’s performance eyewear brand, Oakley, chose MONOGRID to deliver Project 2075, an immersive experience of the brand's history, successes, and products.","['animated', 'fullscreen', 'WebGL']",products,8.76,Website Of The Day 2024 Feb 6
https://mattiac.paris,"Experimental website for Mattia Cuttini's exhibition at NFT Factory, Paris. 
Notion + WebGL. In collaboration with Luca Malisan.","['animated', 'minimal', 'WebGL']",art,6.92,Special Kudos 2024 Jan 23
https://anniversary.bonhommeparis.com/,Bonhomme celebrates its 10th anniversary. Scroll to discover the 10 key values that fuel Bonhomme since 2013.,"['illustrated', 'minimal', 'WebGL']",entertainment,8.72,Website Of The Day 2024 Feb 1
https://spotify.com/playlistinabottle,Unlock your 2023 playlist and create a new one to surprise yourself in 2025. Built in collab with Spotify's in-house creatives.,"['colorful', 'video/sound', 'WebGL']",web design/dev,8.79,Website Of The Day 2024 Feb 2
https://www.longines.com/spirit-flyback/,"Explore our new website for Longines, where you can delve into the remarkable aviator Richard Byrd's journey.","['responsive', 'scroll', 'WebGL']",products,9.24,Website Of The Day 2024 Feb 7 / WOTM Feb
https://www.cartier.com/en-fr/thefabulouspage,Discover our creation for Cartier's End-of-Year campaign.,"['responsive', 'scroll', 'WebGL']",products,9.05,Website Of The Day 2024 Feb 15
https://videorbit.com/,VideOrbit Studio is a cutting edge decentralised XR art studio. With their talented all female team they create immersive digital experiences.,"['animated', 'colorful', 'WebGL']",agency,8.47,Website Of The Day 2024 Jan 29
https://convexseascapesurvey.com/,"Introducing the Convex Seascape Survey, an ambitious 4 year research programme, investigating and quantify ocean carbon storage.","['animated', 'scroll', 'WebGL']",education,8.91,Website Of The Day 2024 Jan 24
https://almondspirit.com/en/,"Using web 3D with three.js, the website serves as a brand destination for Ratafia Almond Spirit 100% pure, natural fruit liqueurs.","['animated', 'scroll', 'WebGL']",food/drink,7.48,Special Kudos 2024 Jan 3
http://xdyy.studio/,Starting 2024 with a professional portfolio - Duy nguyen - Creative developer,"['animated', 'parallax', 'WebGL']",web design/dev,7.19,Special Kudos 2024 Jan 3
https://giftfinder.dolcegabbana.com/en/w/,"Unveil the perfect present with 'From My Heart, to Yours' Gift Finder: craft your unique artwork, experience it also in-store.","['animated', 'responsive', 'WebGL']",fashion,8.48,Website Of The Day 2024 Feb 3
https://cyber.fund,An interactive digital experience that ties a morphing WebGL orb together with a dynamic and elastic navigation system. ,"['colorful', 'responsive', 'WebGL']",services,7.24,Special Kudos 2023 Dec 31
https://motchiri.com/collection/hello-world,"Welcome to the Motchiri Metaverse Store, where you can find the unexplainable cuteness of 'MOTCHIRI' products.","['eCommerce', 'fullscreen', 'WebGL']",fashion,8.86,Website Of The Day 2024 Jan 25
https://www.ljoma.com/,Ljoma is a lighting design studio based in Lyon and in Paris. The studio works in the field of the of the performing arts.,"['flat design', 'minimal', 'WebGL']",agency,7.88,Special Kudos 2023 Dec 28
https://www.bulgari.com/en-int/holiday-gift-finder.html,Celebrate the Wonder: a magnificent 3D web experience able to assist customers in finding their perfect gift.  ,"['animated', 'responsive', 'WebGL']",fashion,8.53,Website Of The Day 2024 Jan 19
https://ecofuture.global,Leveraging Technology to bring the future,"['animated', 'parallax', 'WebGL']",other,7.98,Special Kudos 2023 Dec 28
https://netzbewegung.com/arktis/,The 2023 Xmas special from digital agency Netzbewegung lets you walk on an Arctic ice sheet to discover what next year will bring.,"['animated', 'illustrated', 'WebGL']",entertainment,6.88,Special Kudos 2023 Dec 26
https://45r.jp/ja/indigo-hakusho/,"The 'Indigo Story' introduces representative denim items of the fashion brand '45R', tracing back to the dye indigo.","['animated', 'scroll', 'WebGL']",products,8.63,Website Of The Day 2024 Jan 18
https://www.perfectdays-movie.jp/,A beautiful tale woven by master German filmmaker Wim Wenders and acclaimed Japanese actor Koji Yakusho,"['scroll', 'video/sound', 'WebGL']",other,8.33,Website Of The Day 2024 Jan 20
https://www.thomasmatlock.com/,"Portfolio/personal site of Thomas Matlock, creative developer & filmmaking enthusiast living in Atlanta, GA.","['animated', 'colorful', 'WebGL']",web design/dev,7.93,Special Kudos 2023 Dec 20
https://app.wishfultree.com/,"Craft a virtual Christmas room, decorate with ornaments, and share the joy by exchanging heartfelt wishes with friends.","['colorful', 'fullscreen', 'WebGL']",app,8.06,Special Kudos 2023 Dec 20
https://buttermax.net/,Buttermax is the gold standard in buttery smooth digital production.,"['colorful', 'liquid', 'WebGL']",agency,9.10,Website Of The Day 2024 Jan 17 / WOTM Jan
https://www.bpco.kr,We are an advertising agency specializing in planning and execution of large-scale outdoor advertisements that captivate attention,"['parallax', 'typographic', 'WebGL']",agency,8.79,Website Of The Day 2024 Jan 16
https://www.denofwolves.com/,For the announcement of 10 Chambers' new game Den of Wolves we created XERO: a hacking tool hidden within the launch site. ,"['scroll', 'typographic', 'WebGL']",entertainment,8.31,Website Of The Day 2024 Jan 21
https://www.swellmadeit.com/,"Agency for 3D experience, which clearly shows the concept of the underwater 3D world.","['animated', 'parallax', 'WebGL']",agency,8.57,Website Of The Day 2024 Jan 15
https://livingcanvas.solarflarestudio.co.uk/,"A digital artwork that lives, evolves, and responds, merging real-time weather data, visuals, and audio to adapt to your location.","['illustrated', 'responsive', 'WebGL']",web design/dev,8.43,Website Of The Day 2024 Jan 11
